기준년월,기준년도,기준월,시도명,시군구명,행정동_코드_명,행정동_코드,아파트_단지_수,아파트_평균_면적,아파트_평균_시가
2019-10-28,2019,10,서울,서대문구,홍제1동,11410620,329,62,161088672
2019-10-28,2019,10,서울,송파구,문정1동,11710641,387,56,261915577
2019-10-28,2019,10,서울,동작구,사당1동,11590620,430,53,195328555
2019-10-28,2019,10,서울,강북구,수유3동,11305630,382,51,118006020
2019-10-28,2019,10,서울,용산구,서빙고동,11170690,182,80,745948349
2019-10-28,2019,10,서울,관악구,서림동,11620665,250,53,129144968
2019-10-28,2019,10,서울,송파구,잠실7동,11710720,43,126,1408792207
2019-10-28,2019,10,서울,마포구,성산1동,11440720,567,55,168611594
2019-10-28,2019,10,서울,은평구,신사2동,11380632,387,53,130538212
2019-10-28,2019,10,서울,성동구,금호4가동,11200620,116,64,373217118
2019-10-28,2019,10,서울,용산구,효창동,11170580,175,64,258179644
2019-10-28,2019,10,서울,종로구,이화동,11110640,230,53,145141512
2019-10-28,2019,10,서울,영등포구,신길6동,11560680,118,59,240911060
2019-10-28,2019,10,서울,관악구,보라매동,11620525,373,56,153917149
2019-10-28,2019,10,서울,강북구,우이동,11305645,518,59,135496765
2019-10-28,2019,10,서울,송파구,문정2동,11710642,66,116,920507791
2019-10-28,2019,10,서울,관악구,신원동,11620655,216,46,119830086
2019-10-28,2019,10,서울,종로구,혜화동,11110650,341,58,165269307
2019-10-28,2019,10,서울,노원구,상계2동,11350640,170,55,166319575
2019-10-28,2019,10,서울,영등포구,대림2동,11560710,134,53,148139262
2019-10-28,2019,10,서울,관악구,청룡동,11620595,298,57,176213239
2019-10-28,2019,10,서울,노원구,중계2?3동,11350625,76,57,219885371
2019-10-28,2019,10,서울,강동구,암사3동,11740590,119,72,366982955
2019-10-28,2019,10,서울,성동구,사근동,11200550,112,46,139242984
2019-10-28,2019,10,서울,용산구,청파동,11170555,467,55,206142632
2019-10-28,2019,10,서울,관악구,낙성대동,11620585,167,60,183256025
2019-10-28,2019,10,서울,송파구,잠실3동,11710680,112,91,1079554187
2019-10-28,2019,10,서울,마포구,도화동,11440585,124,76,377106809
2019-10-28,2019,10,서울,종로구,무악동,11110570,45,82,446350543
2019-10-28,2019,10,서울,강동구,암사2동,11740580,110,52,222971188
2019-10-28,2019,10,서울,용산구,남영동,11170530,82,62,325915063
2019-10-28,2019,10,서울,종로구,교남동,11110580,247,49,194204393
2019-10-28,2019,10,서울,송파구,잠실2동,11710670,135,87,1079062828
2019-10-28,2019,10,서울,동작구,상도1동,11590530,558,60,243415538
2019-10-28,2019,10,서울,동작구,노량진2동,11590520,131,57,290000205
2019-10-28,2019,10,서울,강동구,둔촌1동,11740690,4,83,854201839
2019-10-28,2019,10,서울,서대문구,북아현동,11410555,100,60,313075561
2019-10-28,2019,10,서울,서대문구,충현동,11410565,260,70,258257699
2019-10-28,2019,10,서울,마포구,공덕동,11440565,466,57,254887293
2019-10-28,2019,10,서울,성동구,마장동,11200540,120,58,241419577
2019-10-28,2019,10,서울,관악구,행운동,11620575,296,54,165207633
2019-10-28,2019,10,서울,동작구,노량진1동,11590510,173,66,326348621
2019-10-28,2019,10,서울,성동구,응봉동,11200580,236,55,172602163
2019-10-28,2019,10,서울,서대문구,천연동,11410520,114,64,305473718
2019-10-28,2019,10,서울,용산구,용산2가동,11170520,305,50,188915261
2019-10-28,2019,10,서울,동작구,상도3동,11590550,575,58,173697874
